key,version,english,notes,tag,link
Zephaniah,4.1,Zephaniah,,A6-B,
Nahum,4.1,Nahum,,A6-B,
Jeremiah,4.1,Jeremiah,,A6-B,
Habakuk,4.1,Habakuk,,A6-B,
Daniel,4.1,Daniel,,A6-B,
Ezekiel,4.1,Ezekiel,,A6-B,
Obadiah,4.1,Obadiah,,A6-B,
Babylon,4.2,"Daniel 2:32, 36-38; 7:4",,B9,
Medopersia,4.2,"Daniel 2:32, 39; 7:5",,B9,
Greece,4.2,"Daniel 2:32, 39; 7:6",,B9,
Rome,4.2,"Daniel 2:33, 40; 7:7",,B9,
Angloamerica,4.2,"Daniel 2:33, 41-43",,B9,
Babylon_c,4.2,Babylon,,B9,
Medopersia_c,4.2,Medo-Persia,,B9,
Greece_c,4.2,Greece,,B9,
Rome_c,4.2,Rome,,B9,
Angloamerica_c,4.2,Anglo-America,,B9,
daniel2_1,4.2,King Nebuchadnezzar,607 BCE,B9,
daniel2_2,4.2,destroys Jerusalem,appendix B9,B9,
daniel2_3,4.2,Conquers Babylon,539 BCE,B9,
daniel2_4,4.2,Cyrus decrees return,537 BCE,B9,
daniel2_5,4.2,of Jews to Jerusalem,,B9,
daniel2_6,4.2,Alexander the Great,331 BCE,B9,
daniel2_7,4.2,conquers Persia,,B9,
daniel2_8,4.2,Rules over Israel,63 BCE,B9,
daniel2_9,4.2,Destroys Jerusalem,70 CE,B9,
daniel2_10,4.2,"During World War I,",1914-1918 CE,B9,
daniel2_11,4.2,Anglo-American World Power,,B9,
daniel2_12,4.2,comes into being,End 4.2,B9,
607BCE,4.6,607 B.C.E.,accommodate for language,B9,
539BCE,4.6,539 B.C.E.,systems in style:,B9,
537BCE,4.6,537 B.C.E.,>>year 537 before time<<,B9,
331BCE,4.6,331 B.C.E.,so they need a word,B9,
63BCE,4.6,63 B.C.E.,prior to the year,B9,
70CE,4.6,70 C.E.,and something,B9,
1914CE,4.6,1914-1918 C.E.,after the year,B9,
7times,4.1,Revelation 12:9,,scripture,
infliction2,4.2,Acts 7:6,,scripture,
eastern-zhou,4.4,770-256 BC,,span_bc,
430years,5.1,1943 – 1513 B.C.E.,,span_bce,
eastern-han,4.4,25-220 CE,,span_ce,
northern-dynasties,4.4,368-581 CE,,span_ce,
southern-dynasties,4.4,420-589 CE,,span_ce,
khmer_empire,4.6,804 – 1431,,timespan,
byzantine_empire,4.6,330 – 1453,,timespan,
ottoman_empire,4.6,1299 – 1922,,timespan,
holy_roman_empire,4.6,800 – 924,,timespan,
holy_roman_empire2,5.1,962 – 1806,fixed 2024-12-31,timespan,
inca_empire,4.6,1438 – 1533,,timespan,
gupta_empire,4.6,319 – 550,,timespan,
Umayyad,4.6,661 – 750,,timespan,
Abbasid,4.6,750 – 1258,,timespan,
Mamluk,4.6,1250 – 1517,,timespan,
seljuk_empire,5.11,1037 – 1194,"Seljuk Empire 1037-1194, part of Seljuk dynasty 1037-1308",timespan,
lombard,5.11,568 – 774,Kingdom of the Lombards 568-774,timespan,
qing-dynasty,4.4,1636-1912,,timespan,
ming-dynasty,4.4,1368-1644,,timespan,
yuan-dynasty,4.4,1271-1368,,timespan,
southern-song,4.4,1127-1279,,timespan,
northern-song,4.4,960-1127,,timespan,
western-xia,4.4,1038-1227,,timespan,
maya_classic,4.6,250–950,,timespan,
maya_postclassic,4.6,950-1539,,timespan,
tran_dynasty,5.9,1225–1400,,timespan,
le_dynasty,5.9,1428–1527,triều Lê sơ or Vietnamese: nhà Lê sơ,timespan,
revival_le_dynasty,5.9,1533-1789,,timespan,
nguyen_dynasty,5.9,1802 – 1883,,timespan,
edo,5.9,1603 – 1868,,timespan,
meiji,5.9,1868 – 1912,,timespan,
Julius,4.1,Julius,,wiki,https://en.wikipedia.org/wiki/Julius_Caesar
Caligula,4.1,Caligula,,wiki,https://en.wikipedia.org/wiki/Caligula
Nero,4.1,Nero,,wiki,https://en.wikipedia.org/wiki/Nero
Galba-Otho-Vitellius,4.1,"Galba, Otho and Vitellius (Year of the Four Emperors)",,wiki,https://en.wikipedia.org/wiki/Year_of_the_Four_Emperors
Vespasian,4.1,Vespasian,,wiki,https://en.wikipedia.org/wiki/Vespasian
covid19,4.1,Covid-19,,wiki,https://en.wikipedia.org/wiki/COVID-19
nicaea1,4.1,First Council of Nicaea,,wiki,https://en.wikipedia.org/wiki/First_Council_of_Nicaea
oxyrhynchus,4.3,Oxyrhynchus Papyri,,wiki,https://en.wikipedia.org/wiki/Oxyrhynchus_Papyri
p52,4.3,Papyrus P52,,wiki,https://en.wikipedia.org/wiki/Rylands_Library_Papyrus_P52
qing-dynasty_c,4.4,Qing dynasty,1636-1912,wiki,https://en.wikipedia.org/wiki/Qing_dynasty
ming-dynasty_c,4.4,Ming dynasty in imperial China,1368-1644,wiki,https://en.wikipedia.org/wiki/Ming_dynasty
yuan-dynasty_c,4.4,Yuan,1271-1368,wiki,https://en.wikipedia.org/wiki/Yuan_dynasty
southern-song_c,4.4,Southern Song,1127-1279,wiki,"https://en.wikipedia.org/wiki/Song_dynasty#Southern_Song,_1127%E2%80%931279"
northern-song_c,4.4,Northern Song,960-1127,wiki,"https://en.wikipedia.org/wiki/Song_dynasty#Northern_Song,_960%E2%80%931127"
western-xia_c,4.4,Western Xia,1038-1227,wiki,https://en.wikipedia.org/wiki/Western_Xia
Copernicus,4.4,Nicolaus Copernicus,,wiki,https://en.wikipedia.org/wiki/Nicolaus_Copernicus
Galileo,4.4,Galileo Galilei,Galileo di Vincenzo Bonaiuti de' Galilei,wiki,https://en.wikipedia.org/wiki/Galileo_Galilei
Newton,4.4,Isaac Newton,,wiki,https://en.wikipedia.org/wiki/Isaac_Newton
shang-dynasty_c,4.4,Shang dynasty,c. 1600-1046 BC,wiki,https://en.wikipedia.org/wiki/Shang_dynasty
western-zhou_c,4.4,Western Zhou,c. 1046-771 BC,wiki,https://en.wikipedia.org/wiki/Western_Zhou
eastern-zhou_c,4.4,Eastern Zhou,770-256 BC,wiki,https://en.wikipedia.org/wiki/Eastern_Zhou
western-han_c,4.4,Western Han,207 BC – 9 CE,wiki,https://en.wikipedia.org/wiki/Han_dynasty#Western_Han_(202_BC_%E2%80%93_9_AD)
eastern-han_c,4.4,Eastern Han,25-220 CE,wiki,https://en.wikipedia.org/wiki/Han_dynasty#Eastern_Han_(25%E2%80%93220_AD)
three-kingdoms_c,4.4,China,Three kingdoms 220-280 CE,wiki,https://en.wikipedia.org/wiki/China
sixteen-kingdoms_c,4.4,China,Sixteen kingdoms 304-439 CE,wiki,https://en.wikipedia.org/wiki/China
northern-dynasties_c,4.4,Northern dynasties,368-581 CE,wiki,https://en.wikipedia.org/wiki/Northern_and_Southern_dynasties#Northern_dynasties
southern-dynasties_c,4.4,Southern dynasties,420-589 CE,wiki,https://en.wikipedia.org/wiki/Northern_and_Southern_dynasties#Southern_dynasties
tang-dynasty2_c,4.4,Tang dynasty,"618-690, 705-907",wiki,https://en.wikipedia.org/wiki/Tang_dynasty
byzantine_empire_c,4.6,Byzantine Empire,330–1453 ,wiki,https://en.wikipedia.org/wiki/Byzantine_Empire
ottoman_empire_c,4.6,Ottoman Empire,1299–1922,wiki,https://en.wikipedia.org/wiki/Ottoman_Empire
Genghis,4.6,Genghis Khan,c. 1162 – August 1227,wiki,https://en.wikipedia.org/wiki/Genghis_Khan
inca_empire_c,4.6,Inca empire,,wiki,https://en.wikipedia.org/wiki/Inca_Empire
gupta_empire_c,4.6,Gupta Empire,,wiki,https://en.wikipedia.org/wiki/Gupta_Empire
Teotihuacan_c,4.6,Teotihuacan,,wiki,https://en.wikipedia.org/wiki/Teotihuacan
Abbasid_c,4.6,Abbasid Caliphate,,wiki,https://en.wikipedia.org/wiki/Abbasid_Caliphate
Mamluk_c,4.6,Mamluk Sultanate,,wiki,https://en.wikipedia.org/wiki/Mamluk_Sultanate
Al-Ghazali,4.6,Al-Ghazali,2024-07-30,wiki,https://en.wikipedia.org/wiki/Al-Ghazali
wulfila,5.9,Wulfila Bible,2025-09-20,wiki,https://en.wikipedia.org/wiki/Gothic_Bible
tran_dynasty_c,5.9,Trần dynasty,1225–1400,wiki,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_dynasty
le_dynasty_c,5.9,Lê dynasty,1428-1527,wiki,https://en.wikipedia.org/wiki/L%C3%AA_dynasty
revival_le_dynasty_c,5.9,Trịnh lords and Nguyễn lords,"Nhà Lê trung hưng, Revival Lê dynasty 1533–1789 ",wiki,https://en.wikipedia.org/wiki/Revival_L%C3%AA_dynasty
seljuk_empire_c,5.11,Seljuk empire,,wiki,https://en.wikipedia.org/wiki/Seljuk_Empire
vandals_c,5.11,Vandals,,wiki,https://en.wikipedia.org/wiki/Vandals
lombard_c,5.11,Lombard Kingdom,2025-10-13,wiki,https://en.wikipedia.org/wiki/Kingdom_of_the_Lombards
people,3.1,people,,deprecated,
judges,3.1,judges,,deprecated,
prophets,3.1,prophets,,deprecated,
kings,3.1,kings,,deprecated,
periods,3.1,periods,,deprecated,
events,3.1,events,,deprecated,
objects,4.1,objects or items,,deprecated,
event_destruction_samaria2,4.1,740 B.C.E. by Assyria,was shortened here for 2 lines,deprecated,
photodrama,4.1,"The “Photo-Drama of Creation” is first shown in New York on January 11, 1914",,deprecated,
truth_book,4.1,The book “The Truth That Leads to Eternal Life” is released 1968,,deprecated,
jw_broadcasting,4.1,Start of JW Broadcasting® in October 2014,,deprecated,
meeting_workbook,4.1,New format of midweek meeting with “Meeting Workbook” starting January 2016,,deprecated,
terahfam,4.1,Members of Terah’s family,,deprecated,
metropolitan,4.1,Start of metropolitan witnessing in 2011,,deprecated,
jw_org,4.1,Start of JW.ORG with instructions in Kingdom Ministry December 2012,,deprecated,
Babylon2,4.2,,no text left and right – empty!,deprecated,
daniel2_shift,4.2,0,Start 4.2,deprecated,
Gatam,4.3,Gatam,Genesis 36:11,deprecated,
Adbeel,4.3,Adbeel,Genesis 25:13,deprecated,
Mibsam,4.3,Mibsam,Genesis 25:13,deprecated,
Dumah,4.3,Dumah,Genesis 25:14,deprecated,
Massa,4.3,Massa,Genesis 25:14,deprecated,
tang-dynasty1,4.4,,,deprecated,
xia-dynasty,4.4,Xia dynasty in China c. 2070 – c. 1600 BC,,deprecated,
Midianites,4.9,"1) Midianites: Numbers 31:2, 3",,deprecated,
Moabites,4.9,"2) Moabites: Deuteronomy 23:3, 4",,deprecated,
Ammonites,4.9,3) Ammonites: Joshua 12:2,,deprecated,
Edomites,4.9,4) Edomites: Numbers 20:14-17,,deprecated,
Temanites,4.9,5) Temanites: Job 42:7,,deprecated,
Amalekites,4.9,6) Amalekites: 1 Samuel 15:2,2024-09-29,deprecated,
king_south_light,5.2,,2025-02-05,deprecated,
king_north_light,5.2,,2025-02-05,deprecated,
daniel2_iron,5.2,,2025-02-05,deprecated,
